Product Title,Star,Rating,Review,Processor,RAM,ROM,Screen Size,Current Price,MRP,Image Link
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,631,50,Intel Core i3 Processor (11th Gen),8 GB DDR4,256 GB SSD,35.56 cm (14 inch),"₹36,990","₹60,890",https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,4.1,50,10,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,512 GB SSD,35.56 cm (14 inch),"₹50,990","₹67,990",https://rukminim1.flixcart.com/image/312/312/kwmfqfk0/computer/8/l/2/ideapad-3-14acl6-thin-and-light-laptop-lenovo-original-imag99kmftdeexpz.jpeg?q=70
HP OMEN 15 Ryzen 7 Octa Core AMD R7,4.6,21,2,AMD Ryzen 7 Octa Core Processor,16 GB DDR4,1 TB SSD,39.62 cm (15.6 inch),"₹1,52,000","₹1,83,736",https://rukminim1.flixcart.com/image/312/312/kzn17680/computer/1/i/z/-original-imagbhzqahdzyx4e.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,"3,714",353,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹38,000","₹59,390",https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70
Lenovo IdeaPad Gaming Core i5 11th Gen,4.3,"2,169",190,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹53,599","₹76,890",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
acer Aspire 5 Ryzen 5 Hexa Core AMD Ryzen 5,4.4,61,7,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹55,990","₹65,000",https://rukminim1.flixcart.com/image/312/312/krf91u80/computer/n/y/q/aspire-5-thin-and-light-laptop-acer-original-imag57xygyzhxaa7.jpeg?q=70
acer P2 Series Core i5 10th Gen,4.1,293,55,Intel Core i5 Processor (10th Gen),8 GB DDR4,1 TB HDD,35.56 cm (14 inch),"₹48,990","₹59,500",https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/a/v/t/acer-travelmate-p214-52-thin-and-light-laptop-original-imafuzrkmcspngnr.jpeg?q=70
DELL Vostro Core i3 11th Gen,3.2,5,0,Intel Core i3 Processor (11th Gen),4 GB DDR4,1 TB HDD|256 GB SSD,35.56 cm (14 inch),"₹44,690","₹59,781",https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/o/d/w/-original-imagf35eyyeezqpk.jpeg?q=70
ASUS TUF GAMING F15 Core i5 10th Gen,4.5,35,1,Intel Core i5 Processor (10th Gen),16 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹63,980","₹82,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/a/k/fx506lhb-hn374ws-gaming-laptop-asus-original-imaghezrvrcjmv2y.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7,4.5,304,40,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹74,990","₹1,02,090",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/u/h/h/15ach6-gaming-laptop-lenovo-original-imaggmxtjewnjpeq.jpeg?q=70
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4.3,294,30,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹66,490","₹93,690",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
Infinix INBook X1 Neo Series Celeron Quad Core,4.2,545,97,Intel Celeron Quad Core Processor,4 GB LPDDR4X,128 GB SSD,35.56 cm (14 inch),"₹20,990","₹29,990",https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/h/g/l/inbook-x1-neo-thin-and-light-laptop-infinix-original-imagg49gbqxuhfha.jpeg?q=70
ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7,4.6,54,7,AMD Ryzen 7 Octa Core Processor,16 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹69,990","₹86,990",https://rukminim1.flixcart.com/image/312/312/l13whow0/computer/o/s/h/-original-imagcqvpmys2cmg3.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,3.9,8,1,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹69,490","₹95,790",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
ASUS Core i3 10th Gen,4.4,81,7,Intel Core i3 Processor (10th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹34,990","₹50,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/3/9/x515ja-ej382ws-laptop-asus-original-imaghhwnkafntrrc.jpeg?q=70
HP Pavilion Intel Core i5 11th Gen,3.7,21,4,Intel Core i5 Processor (11th Gen),16 GB DDR4,512 GB SSD,35.56 cm (14 inch) Touchscreen,"₹72,999","₹85,837",https://rukminim1.flixcart.com/image/312/312/l12h1u80/computer/2/s/q/14-dy1048tu-thin-and-light-laptop-hp-original-imagcpuvfpshgd7q.jpeg?q=70
Infinix X1 Slim Series Core i5 10th Gen,4.2,627,92,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X,512 GB SSD,35.56 cm (14 Inch),"₹39,990","₹59,999",https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/6/7/9/-original-imagf39qzkzncyvh.jpeg?q=70
MSI Creator Z16 Core i9 11th Gen,4.7,3,0,Intel Core i9 Processor (11th Gen),16 GB DDR4,1 TB SSD,40.64 cm (16 inch),"₹2,09,990","₹2,57,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/i/o/-original-imagh3kyz5vch93f.jpeg?q=70
ASUS Studiobook Pro Core i7 12th Gen,0,0,0,Intel Core i7 Processor (12th Gen),32 GB DDR5,1 TB SSD,40.64 cm (16 inch),"₹2,39,990","₹2,78,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/9/t/-original-imaghryqfmnejfxk.jpeg?q=70
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7,5,5,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5,1 TB SSD,39.62 cm (15.6 inch),"₹1,40,990","₹1,82,990",https://rukminim1.flixcart.com/image/312/312/l0vbukw0/computer/z/o/e/-original-imagckcfz6jgjn3z.jpeg?q=70
DELL Inspiron Ryzen 7 Octa Core 5825U,0,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4,512 GB SSD,35.56 cm (14 Inch) Touchscreen,"₹91,631","₹1,16,363",https://rukminim1.flixcart.com/image/312/312/l1mh7rk0/computer/q/w/0/inspiron-7425-notebook-dell-original-imagd5hbw6vhe4f2.jpeg?q=70
ASUS VivoBook Flip 14 Core i3 11th Gen,4,119,17,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X,512 GB SSD,35.56 cm (14 inch) Touchscreen,"₹49,990","₹67,990",https://rukminim1.flixcart.com/image/312/312/kkyc9zk0/computer/j/z/b/na-2-in-1-laptop-asus-original-imagy6zh6zq2npfx.jpeg?q=70
HP 15s Core i3 11th Gen,0,0,0,Intel Core i3 Processor (11th Gen),8 GB DDR4,256 GB SSD,39.62 cm (15.6 inch),"₹40,190","₹49,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/g/i/2/laptop-hp-15s-fq2670tu-laptop-hp-original-imagjmgbdgahch5f.jpeg?q=70
RedmiBook Pro Core i5 11th Gen,4.2,"3,166",389,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹42,990","₹59,999",https://rukminim1.flixcart.com/image/312/312/kuwzssw0/computer/x/l/a/redmibook-15-pro-thin-and-light-laptop-redmi-original-imag7xhnakyazyma.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,631,50,Intel Core i3 Processor (11th Gen),8 GB DDR4,256 GB SSD,35.56 cm (14 inch),"₹36,990","₹60,890",https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
HP G8 Ryzen 3 Dual Core 3250U,4.1,20,2,AMD Ryzen 3 Dual Core Processor,8 GB DDR4,1 TB HDD,35.56 cm (14 inch),"₹29,490","₹41,610",https://rukminim1.flixcart.com/image/312/312/kyag87k0/computer/t/9/o/hp-245-g8-business-laptop-hp-original-imagajx7mhrfhgsq.jpeg?q=70
DELL Ryzen 5 Hexa Core AMD R5,4.7,107,22,NVIDIA RTX 3050 Graphics upto 90W TGP,"15.6 inch Full HD AG Display (250 nits Brightness, 120Hz, Narrow Border)",AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,"₹71,990","₹95,999",https://rukminim1.flixcart.com/image/312/312/l0zm64w0/computer/e/g/8/g15-5515-gaming-laptop-dell-original-imagcnty69nhzy58.jpeg?q=70
HP Ryzen 3 Quad Core 5300U,4.3,"1,777",241,AMD Ryzen 3 Quad Core Processor,8 GB DDR4,512 GB SSD,35.56 cm (14 Inch),"₹42,490","₹48,294",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/5/k/i/-original-imaggsh8hmh4jmdz.jpeg?q=70
acer Travelmate Core i3 11th Gen,4.2,66,6,Intel Core i3 Processor (11th Gen),8 GB DDR4,1 TB HDD|256 GB SSD,35.56 cm (14 inches),"₹46,040","₹60,000",https://rukminim1.flixcart.com/image/312/312/kr58yvk0/computer/1/f/i/na-business-laptop-acer-original-imag5y57uuuaya3u.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,"3,714",353,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹38,000","₹59,390",https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70
Lenovo IdeaPad Gaming Core i5 11th Gen,4.3,"2,169",190,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹53,599","₹76,890",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX,0,0,0,AMD Ryzen 9 Octa Core Processor,16 GB DDR4,1 TB SSD,39.62 cm (15.6 Inch),"₹1,99,990","₹2,39,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/z/g/9/-original-imaggjqyfupmuew7.jpeg?q=70
HP 14s Intel Pentium Quad Core,4,379,43,Intel Pentium Quad Core Processor,8 GB DDR4,256 GB SSD,35.56 cm (14 inch),"₹27,333","₹39,288",https://rukminim1.flixcart.com/image/312/312/kzrbiq80/computer/i/e/g/14s-dq3033tu-thin-and-light-laptop-hp-original-imagbpb2uunyvvhc.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7,4.5,304,40,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹74,990","₹1,02,090",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/u/h/h/15ach6-gaming-laptop-lenovo-original-imaggmxtjewnjpeq.jpeg?q=70
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4.3,294,30,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹66,490","₹93,690",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
HP Pavilion Intel Core i5 12th Gen,3.9,99,12,Intel Core i5 Processor (12th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹63,990","₹75,799",https://rukminim1.flixcart.com/image/312/312/kzogn0w0/computer/o/3/6/15-eg1000tx-thin-and-light-laptop-hp-original-imagbn4b6ht9xznp.jpeg?q=70
ASUS VivoBook 15 Core i3 10th Gen,3.7,"4,547",530,Intel Core i3 Processor (10th Gen),4 GB DDR4,1 TB HDD,39.62 cm (15.6 inch),"₹28,990","₹40,990",https://rukminim1.flixcart.com/image/312/312/kuvkcy80/computer/o/6/t/na-thin-and-light-laptop-asus-original-imag7wjdg4dvcdya.jpeg?q=70
ASUS Touchscreen Core i3 12th Gen,5,3,0,Intel Core i3 Processor (12th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch) Touchscreen,"₹49,990","₹62,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/7/4/x/vivobook-16x-laptop-asus-original-imaghezywsyju5sf.jpeg?q=70
acer Aspire 3 Pentium Silver,4.3,11,2,Intel Pentium Silver Processor,8 GB DDR4,256 GB SSD,35.56 cm (14 inch),"₹29,490","₹36,990",https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/m/3/k/a314-35-notebook-acer-original-imagg462zhhzd62a.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,3.9,8,1,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹69,490","₹95,790",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
acer Predator Helios 300 Core i7 12th Gen,0,0,0,Intel Core i7 Processor (12th Gen),16 GB DDR5,1 TB SSD,39.62 cm (15.6 Inch),"₹1,89,990","₹1,99,999",https://rukminim1.flixcart.com/image/312/312/l4ei1e80/computer/s/g/0/-original-imagfbayueskkhxg.jpeg?q=70
Lenovo Core i3 10th Gen,4.3,717,74,Intel Core i3 Processor (10th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹38,990","₹62,190",https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
ASUS Ryzen 5 Dual Core 5th Gen,4.5,8,1,AMD Ryzen 5 Dual Core Processor (5th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹57,990","₹76,990",https://rukminim1.flixcart.com/image/312/312/l1b1oy80/computer/n/t/t/fa506ic-hn075w-gaming-laptop-asus-original-imagcwugqkffhevx.jpeg?q=70
acer Aspire 3 Ryzen 3 Dual Core 3250U,0,0,0,AMD Ryzen 3 Dual Core Processor,8 GB DDR4,256 GB SSD,39.62 cm (15.6 Inch),"₹42,999",0,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/q/0/8/-original-imagkgr3wcfexyd8.jpeg?q=70
DELL Ryzen 7 Octa Core AMD R7,0,0,0,Processor: AMD R7-6800H (3.20 GHz Up to 4.70 Ghz 8 cores 16MB L3 Cache),"& Storage: 16GB, 2x8GB, DDR5, 4800Mhz & 512GB SSD",Software & Keyboard: Win 11 + Office H&S 2021 & Backlit Keyboard Orange,"Ports: (1) HDMI 2.1, (3) SuperSpeed USB 3.2 Gen 1 Type-A, (1) USB Type C Gen 3.2  Port Alt-Mode, Headphone/Mic, (1) RJ45","₹99,990","₹1,29,762",https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/7/5/r/g15-5525-gaming-laptop-dell-original-imagf4haxvzux68z.jpeg?q=70
DELL Inspiron Core i5 11th Gen,2.8,4,1,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹53,580","₹73,171",https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/v/c/x/inspiron-3511-thin-and-light-laptop-dell-original-imagf4n2y3uk8jcz.jpeg?q=70
ASUS VivoBook 14 Core i5 8th Gen,4.5,22,3,Intel Core i5 Processor (8th Gen),8 GB DDR4,512 GB SSD,35.56 cm (14 inch),"₹54,190","₹58,990",https://rukminim1.flixcart.com/image/312/312/k391w280/computer/t/s/k/asus-na-original-imafmewszewzq2yy.jpeg?q=70
acer Travelmate Core i5 11th Gen,4,38,10,Intel Core i5 Processor (11th Gen),8 GB DDR4,1 TB HDD|256 GB SSD,35.56 cm (14 inches),"₹56,034","₹60,000",https://rukminim1.flixcart.com/image/312/312/kr58yvk0/computer/1/f/i/na-business-laptop-acer-original-imag5y57uuuaya3u.jpeg?q=70
MSI Crosshair 15 Core i7 12th Gen,4.6,14,1,Intel Core i7 Processor (12th Gen),16 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹1,16,990","₹1,34,990",https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/p/i/1/crosshair-15-b12uez-gaming-laptop-msi-original-imageymuhhs7djjf.jpeg?q=70
Lenovo Yoga Slim 7 Pro Core i5 11th Gen,0,0,0,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X,512 GB SSD,35.56 cm (14 Inch),"₹74,250","₹1,06,290",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/x/t/r/14ihu5-thin-and-light-laptop-lenovo-original-imagheh6vrqvpfnx.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,"3,714",353,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹38,000","₹59,390",https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70
MSI Creator M16 Core i7 12th Gen,0,0,0,Intel Core i7 Processor (12th Gen),16 GB DDR4,512 GB SSD,40.64 cm (16 inch),"₹1,09,990","₹1,28,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/f/o/u/creator-m16-a12ud-notebook-msi-original-imaghffhcg3zcdju.jpeg?q=70
MSI Ryzen 7 Octa Core 5700U,4,84,8,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹52,990","₹78,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/j/y/modern-15-a5m-280in-notebook-msi-original-imagghky6pgysr4f.jpeg?q=70
GIGABYTE G5 MD Core i5 11th Gen,0,0,0,Intel Core i5 Processor (11th Gen),16 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹76,990","₹1,32,000",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/o/7/-original-imaggsy5m5brezpd.jpeg?q=70
RedmiBook Pro Core i5 11th Gen,4.2,"3,166",389,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹42,990","₹59,999",https://rukminim1.flixcart.com/image/312/312/kuwzssw0/computer/x/l/a/redmibook-15-pro-thin-and-light-laptop-redmi-original-imag7xhnakyazyma.jpeg?q=70
MSI Prestige 14 Intel EVO Core i5 11th Gen,4.5,10,1,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X,512 GB SSD,35.56 cm (14 inch),"₹74,990","₹95,990",https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/v/u/l/na-thin-and-light-laptop-msi-original-imagyzqagngnrnzh.jpeg?q=70
Lenovo Ryzen 5 Hexa Core 5600H,4.7,3,0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹73,990","₹1,20,290",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/0/x/z/15ach6-gaming-laptop-lenovo-original-imaghnqezskfgzas.jpeg?q=70
ASUS Chromebook Flip Touch Core i3 11th Gen,0,0,0,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X,128 GB SSD,35.56 cm (14 Inch) Touchscreen,"₹49,990","₹66,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/s/q/m/cx3400fma-ec0171-thin-and-light-laptop-asus-original-imaghgywzq7wnsqg.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,631,50,Intel Core i3 Processor (11th Gen),8 GB DDR4,256 GB SSD,35.56 cm (14 inch),"₹36,990","₹60,890",https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
DELL Inspiron Ryzen 3 Dual Core 3250U,4.2,26,2,AMD Ryzen 3 Dual Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹44,090","₹56,771",https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
HP 15s Intel Core i5 11th Gen,4.3,903,77,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹54,450","₹70,171",https://rukminim1.flixcart.com/image/312/312/kyt0ya80/computer/s/z/b/-original-imagayc6ahrmg8y7.jpeg?q=70
ASUS Core i5 12th Gen,0,0,0,Intel Core i5 Processor (12th Gen),16 GB DDR5,512 GB SSD,39.62 cm (15.6 inch),"₹92,990","₹1,14,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/u/z/m/k6500ze-l502ws-gaming-laptop-asus-original-imaghmkhpg3m5qmm.jpeg?q=70
Lenovo IdeaPad Gaming Core i5 11th Gen,4.3,"2,169",190,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹53,599","₹76,890",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
ASUS Vivobook 14 Ryzen 3 Dual Core AMD Ryzen 3 3250U,4.2,62,5,AMD Ryzen 3 Dual Core Processor,8 GB DDR4,256 GB SSD,35.81 cm (14.1 inch),"₹36,290","₹49,999",https://rukminim1.flixcart.com/image/312/312/kklhbbk0/computer/y/g/2/m415da-laptop-asus-original-imafzwrqjdgm9j6m.jpeg?q=70
DELL Core i3 11th Gen,4.2,66,6,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,35.56 cm (14 inch) Touchscreen,"₹59,790","₹73,600",https://rukminim1.flixcart.com/image/312/312/kqb8pzk0/computer/d/j/c/na-2-in-1-laptop-dell-original-imag4dy68bwtg8j9.jpeg?q=70
DELL Inspiron Ryzen 3 Dual Core 3250U,0,0,0,AMD Ryzen 3 Dual Core Processor,8 GB DDR4,256 GB SSD,39.62 cm (15.6 Inch),"₹39,090","₹50,132",https://rukminim1.flixcart.com/image/312/312/kwl0akw0/computer/f/t/r/inspiron-3511-thin-and-light-laptop-dell-original-imag98fjy6yu6fgz.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7,4.5,304,40,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹74,990","₹1,02,090",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/u/h/h/15ach6-gaming-laptop-lenovo-original-imaggmxtjewnjpeq.jpeg?q=70
MICROSOFT Surface Laptop 3 Ryzen 5 Quad Core 3580U,3.8,9,0,AMD Ryzen 5 Quad Core Processor,8 GB DDR4,128 GB SSD,38.1 cm (15 inch) Touchscreen,"₹99,990","₹1,24,999",https://rukminim1.flixcart.com/image/312/312/k9he0sw0/computer/m/h/d/microsoft-original-imafr9qyecvfeyta.jpeg?q=70
HP Victus Core i7 11th Gen,4.4,35,4,Intel Core i7 Processor (11th Gen),16 GB DDR4,512 GB SSD,40.89 cm (16.1 inch),"₹1,04,890","₹1,25,142",https://rukminim1.flixcart.com/image/312/312/kvvad8w0/keyboard-skin/k/j/i/laptop-premium-keyboard-cover-protector-fit-with-victus-by-hp-original-imag8njdqea2ucrh.jpeg?q=70
DELL Inspiron Core i3 10th Gen,4.2,51,4,Intel Core i3 Processor (10th Gen),8 GB DDR4,256 GB SSD,38.0 cm (14.96 cm),"₹44,190","₹54,723",https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4.3,294,30,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹66,490","₹93,690",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
acer Swift 3 Ryzen 5 Hexa Core 5500U,4.5,29,6,AMD Ryzen 5 Hexa Core Processor,8 GB LPDDR4X,512 GB SSD,35.56 cm (14 inch),"₹59,990","₹89,999",https://rukminim1.flixcart.com/image/312/312/kt4ozgw0/computer/k/r/h/swift-3-thin-and-light-laptop-acer-original-imag6jer4nhrjth2.jpeg?q=70
HP Ryzen 3 Dual Core 3250U,4,27,2,AMD Ryzen 3 Dual Core Processor,8 GB DDR4,256 GB SSD,39.62 cm (15.6 inch),"₹31,590","₹43,628",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/8/j/g/15s-eq1561au-thin-and-light-laptop-hp-original-imaggsgrjfzpawqa.jpeg?q=70
RedmiBook Pro Core i5 11th Gen,4.2,"3,166",389,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹42,990","₹59,999",https://rukminim1.flixcart.com/image/312/312/kuwzssw0/computer/x/l/a/redmibook-15-pro-thin-and-light-laptop-redmi-original-imag7xhnakyazyma.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,"3,714",353,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹38,000","₹59,390",https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70
ASUS ROG Flow X13 (2021) Ryzen 9 Octa Core AMD R9,4.3,113,15,AMD Ryzen 9 Octa Core Processor,16 GB LPDDR4X,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen,"₹1,02,990","₹1,75,990",https://rukminim1.flixcart.com/image/312/312/koixwnk0/computer/b/i/z/na-gaming-laptop-asus-original-imag2ygghykjhv95.jpeg?q=70
ASUS Ryzen 9 Octa Core 10th Gen,4.4,5,1,AMD Ryzen 9 Octa Core Processor (10th Gen),16 GB DDR4,512 GB SSD,42.16 cm (16.6 inch),"₹99,990","₹1,19,990",https://rukminim1.flixcart.com/image/312/312/l2p23rk0/computer/t/i/t/tuf-gaming-a15-gaming-laptop-asus-original-imagdzby2dzuqucp.jpeg?q=70
Lenovo Core i3 11th Gen,0,0,0,Intel Core i3 Processor (11th Gen),8 GB DDR4,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch),"₹40,990","₹58,680",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/j/2/s/v15-g2-itl-laptop-lenovo-original-imagkfncgavpgwtb.jpeg?q=70
